id,image_id,category_id,area,bbox_x,bbox_y,bbox_w,bbox_h,num_polygon_points,num_spine_points,iscrowd
f62b064c-3fa0-4570-8ac4-ac64aabc7ee3,030101-20130725122934Ch,3,992.0,1116.4861,819.677,40.06869999999981,84.75429999999994,39,4,0
50979dce-42dd-46ad-844d-4ca260ec1ca8,030101-20130725122934Ch,3,2135.0,1124.7622,929.4812,50.869500000000016,104.6219000000001,48,5,0
cfcadd5b-78a7-4ea5-8d15-d2fedf2b38fd,030101-20130725122934Ch,2,1048.0,1119.0869,1048.8741,65.36349999999993,52.33850000000007,46,6,0
7b6952e5-389f-4dc8-adf3-8237b62ef14e,030101-20130725122934Ch,1,6755.0,1558.0906,1320.2388,202.35979999999995,182.7304999999999,150,5,0
5df634a4-f32a-481f-9e13-2c43671ccc64,030101-20130725122934Ch,2,2573.0,1420.9653,1541.3942,90.73559999999998,75.29420000000005,76,5,0
3514000f-db66-4775-8b8b-0d61c6ab2da8,030101-20130725122934Ch,2,1218.0,819.0885,1594.7955,46.966499999999996,47.136400000000094,44,2,0
babf74c9-cd68-4aaa-9a0e-472cc4deaea7,030101-20130725122934Ch,2,1514.0,1050.3976,1287.0305,105.01070000000004,48.47519999999986,62,6,0
413ac06b-a004-4cce-be65-24cd570db232,030101-20130725122934Ch,1,1194.0,1275.428,1342.8782,87.13579999999979,61.03530000000001,63,5,0
a030bcdb-efc8-4785-9ed3-ad417c1b7b51,030101-20130725122934Ch,2,701.0,1219.3282,1259.1345,41.79240000000004,84.4375,56,9,0
d0a91c63-1374-4a1a-8c17-17d9a5a8c8e5,030101-20130725122934Ch,1,1950.0,1280.9534,1232.818,74.64939999999979,107.23579999999993,103,10,0
8ccc33a7-2263-430f-bcf1-bcea71878181,030101-20130725122934Ch,2,836.0,861.3871,1291.9179,66.31569999999999,29.043800000000147,48,4,0
4b565aaa-8dfd-4567-a316-0bfd8bdca0dc,030101-20130725122934Ch,1,1130.0,910.0555,1172.9633,78.2627,67.12110000000007,64,10,0
ff87fb13-0104-41b5-a497-1563945fdcca,030101-20130725122934Ch,1,592.0,1241.5659,1724.8883,25.224299999999857,44.61979999999994,32,3,0
0f12069d-ef58-41ee-8b61-43b48261acbd,030101-20130725122934Ch,1,1196.0,335.1725,1380.6046,48.7731,62.508400000000165,46,6,0
596b6254-a021-4735-b188-e93970352629,030101-20130725122934Ch,3,514.0,925.5964,680.0621,12.909400000000005,87.04989999999998,22,6,0
ca4085e0-d338-4baa-aa5f-ac162f355fbd,030101-20130725122934Ch,3,532.0,1213.1009,631.1511,32.20940000000019,42.02019999999993,34,3,0
88dd66e8-8a14-48dd-8241-0c6a4d0c777d,010102-20141027025054Uh,2,1968.0,314.1547,978.1968,73.48910000000001,190.74649999999986,94,22,0
767935b9-297b-4cde-8ab7-ed9f039e5a2c,010102-20141027025054Uh,1,6445.0,1098.2704,1200.8255,230.71749999999997,395.8085000000001,240,38,0
b46fa8ad-d135-4656-b303-5f44d43f3d6f,010102-20141027025054Uh,3,521.0,790.8163,1176.5271,32.092500000000086,29.47289999999998,26,2,0
a480ecd3-e81f-4376-b9a9-60cd6e6e54b4,010102-20141027025054Uh,3,702.0,1000.0,909.0,51.0,66.0,62,6,0
62643dfd-f2c1-4c7f-8ec0-470635ba70e5,010102-20141027025054Uh,2,17411.0,985.8002,598.0339,582.2997999999999,293.40109999999993,462,14,0
00582689-feb5-4938-a39f-e30de6aee50e,010102-20141027025054Uh,1,1523.0,914.1218,1436.0,147.8782,82.24980000000005,98,21,0
a2ea9d0a-e493-4286-83f7-7e4ffdd16565,010102-20141027025054Uh,3,11134.0,325.5958,1480.5925,356.59470000000005,141.58030000000008,172,23,0
d2768d6b-e827-4de0-97e4-c6fd89aee646,010101-20141027025054Uh,2,11883.0,980.4966,598.0093,583.3709000000001,278.7371999999999,381,35,0
b3603bed-4a79-4156-ae7d-f60dd2cdfed5,010101-20141027025054Uh,1,4191.0,1042.0157,1353.0701,242.03449999999998,263.5131000000001,210,20,0
a4009461-a3da-4fad-ae41-1a61784c3a24,010101-20141027025054Uh,1,985.0,934.5481,1438.6781,126.39850000000001,60.81939999999986,97,16,0
5019db77-c378-4587-a77e-01bcf86fc7a6,010101-20141027025054Uh,2,858.0,313.3844,972.959,52.55249999999995,97.31010000000003,101,20,0
fed0a13f-b6d3-463a-99b1-da79e7f3c530,010101-20141027025054Uh,3,442.0,799.9154,1173.3794,23.038200000000074,32.04410000000007,18,2,0
ccaa5015-c5b2-431f-92df-dbb92ac5554d,010101-20141027025054Uh,3,1554.0,699.2544,586.8398,63.410499999999956,95.37420000000009,90,7,0
585340a6-a293-48a3-9e77-c3bf92e0dd5b,010101-20141027025054Uh,3,690.0,1004.3582,887.4323,62.754800000000046,83.78459999999995,38,9,0
2fb70156-7c82-4593-bab0-cc1224560a94,010101-20160714235434Lh,2,1359.0,358.2447,1357.9052,102.18279999999999,86.0594000000001,71,9,0
cb900533-b433-4238-bad9-955474df6fb4,010101-20160714235434Lh,1,6317.0,258.8343,855.5018,141.5537,330.43730000000005,209,25,0
9d0e394e-ca35-4615-a162-ac735e158119,010101-20160714235434Lh,2,1632.0,771.7619,907.219,35.374000000000024,127.48260000000005,79,8,0
bb1a8e0a-8c6a-48f2-88cc-1b1be30d492e,010101-20160714235434Lh,1,4138.0,1210.4622,1071.4347,102.4190000000001,366.0887,173,26,0
c05f5ff8-979e-4ec3-8ece-375a70042871,010101-20160714235434Lh,3,1184.0,1307.4908,641.546,99.69509999999991,56.1955999999999,48,10,0
6c328e51-b7f6-46ed-89e5-d1bf7c5db2b3,010101-20160714235434Lh,1,952.0,1805.4054,1242.4931,43.634799999999814,84.31940000000009,44,7,0
58fc0176-333f-411b-9846-7734a4975856,010101-20160714235434Lh,2,645.0,956.0145,828.4882,58.05579999999998,62.27760000000001,39,6,0
2ecaef2e-84aa-4460-8922-b3143bb66b75,010101-20160714235434Lh,3,930.0,484.4824,746.1144,75.73000000000002,50.68579999999997,33,8,0
05fd2bc0-0a60-4a47-9da0-44c1331b0d55,010101-20160714235434Lh,1,1735.0,1808.6597,796.0057,69.25770000000011,76.74309999999991,77,9,0
0a6b62e8-4b79-44d5-8cad-b984b71fa5d9,010102-20160714235434Lh,1,860.0,1807.8926,1249.0313,35.7496000000001,77.22159999999985,96,11,0
a233d77d-717e-4795-aac3-4d8a728205bc,010102-20160714235434Lh,3,670.0,1207.808,1069.3371,51.63619999999992,57.710399999999936,62,7,0
a5e4a972-9da7-4068-afa6-82790a560405,010102-20160714235434Lh,1,1415.0,774.6438,910.7265,31.746999999999957,123.28369999999995,84,10,0
792adf61-171a-41a5-8430-5c05f1dd4814,010102-20160714235434Lh,3,4389.0,264.0,1049.0,54.0,141.02089999999998,89,9,0
047b0960-2cfd-4421-9170-312d5c3d7031,010102-20160714235434Lh,2,563.0,952.7629,830.0,52.237100000000055,53.121099999999956,79,15,0
5df803ec-d1aa-40a3-a507-098fd9c5a491,010102-20160714235434Lh,1,1153.0,1264.5699,1241.0329,36.48140000000012,120.15290000000005,131,20,0
4308f5b8-04f7-47e2-a5ab-53fda1324358,010102-20160714235434Lh,3,731.0,1267.5467,1378.9809,42.4532999999999,59.01909999999998,89,5,0
ea5e47a9-b6ca-41cb-87a5-ece6acb60d06,010102-20160714235434Lh,1,1433.0,363.0,1356.0,98.0,82.0,93,12,0
d5005289-4b72-4ff0-a050-7ce30c724d0b,010102-20160714235434Lh,3,1084.0,365.2613,855.2563,34.3184,75.28829999999994,47,6,0
eca88dc9-b228-4562-8dc8-b8f53d67cae2,010102-20160714235434Lh,3,407.0,491.8249,745.0,41.62889999999999,22.78030000000001,62,7,0
b657a7f7-5a3b-4be4-bd16-85b26a66c8ea,020101-20170411013550Uh,3,981.0,720.9969,1618.3977,54.13020000000006,55.730800000000045,36,4,0
0033ac4e-9782-4a47-ba4e-d32cc4ab6ec1,020101-20170411013550Uh,1,1635.0,1457.655,1360.5779,161.33909999999992,50.2989,140,20,0
0f33843d-b947-4a1b-9ee4-3b74190b4a7e,020101-20170411013550Uh,2,917.0,1717.9897,1273.8943,50.422000000000025,85.02520000000004,77,9,0
0d4d84d6-5667-4ce5-8355-9821ef8f7e5a,010201-20131224192154Bh,2,785.0,1315.0,1110.0,83.2340999999999,84.80500000000006,63,10,0
178572e9-95f1-462d-91c4-5aaa2bdb3561,010201-20131224192154Bh,1,1117.0,659.1433,1344.2152,111.85670000000005,50.92059999999992,86,7,0
22e26187-92aa-4b4f-9877-faeccaebb15e,010201-20131224192154Bh,2,1147.0,392.419,1276.5942,51.319500000000005,82.4058,78,18,0
c13cf396-6e27-4bcc-9dbb-bcdbfd0177e0,010201-20131224192154Bh,2,1604.0,1707.0,1207.3605,89.23700000000008,77.6395,114,6,0
b4358982-ff5b-4294-9b13-7e64aaff3907,010201-20131224192154Bh,3,2449.0,1148.3922,1420.1883,75.33819999999992,64.44849999999997,37,4,0
ade94ad3-c3f9-43a8-8c66-f89fd2aeb031,010201-20131224192154Bh,3,845.0,506.7951,1139.2749,52.08300000000003,23.61510000000021,20,3,0
82c04f94-4400-4bbb-b3fd-80760d8d5993,010201-20131224192154Bh,3,311.0,1583.6336,1096.2514,43.95940000000019,22.298699999999826,20,7,0
82e0f67c-48bb-41e0-9cd4-7358e4ff9123,010201-20131224192154Bh,3,298.0,786.322,1177.1094,19.358100000000036,41.75579999999991,19,6,0
ab8e0f3e-3cd3-46ed-95d8-0f063b71fc0b,010201-20131224192154Bh,1,992.0,794.2088,1301.8154,50.36609999999996,78.0802000000001,57,9,0
b03bab25-3a88-4fa9-ad67-6fa7ee549675,010201-20131224192154Bh,1,789.0,808.3957,1208.8378,121.87059999999997,75.75710000000004,66,20,0
a308454d-e554-4c2c-a561-353dbba90524,010201-20131224192154Bh,2,851.0,1395.74,1241.9016,24.1099999999999,86.30430000000001,50,7,0
66804195-b102-43ad-9dd0-3fba5848af62,020403-20180318232230Lh,3,2614.0,1105.0,245.0,78.0,85.06060000000002,74,9,0
87fc42e2-21dc-4bca-bb23-97963ad0ada4,020401-20180318232230Lh,3,421.0,1319.6106,558.1692,24.320500000000038,27.94889999999998,21,8,0
e96474f6-742c-4e3c-a19e-d2c102dd326b,020401-20180318232230Lh,3,1992.0,1106.4139,256.5886,74.67149999999992,75.81920000000002,62,8,0
19c0dbc4-ed20-4060-bcde-05a0d7d95900,040201-20130306172214Mh,3,1962.0,1321.8588,919.9679,122.82950000000005,32.3759,29,7,0
c8009ef7-dd58-4f0b-9f30-88fe62019af7,040201-20130306172214Mh,1,2100.0,769.7813,648.8565,139.82209999999998,188.92370000000005,95,15,0
e4f8cf65-dbd7-4813-9860-5312f642c786,040201-20130306172214Mh,2,644.0,1124.9909,1067.196,34.37989999999991,71.22140000000013,37,7,0
03a2158c-cbd7-4326-92a4-9f2f1d364e24,040201-20130306172214Mh,2,1020.0,794.745,590.5495,112.77959999999996,75.55970000000002,45,9,0
2ec539b5-269f-4db4-9726-be6ada4e1fe0,040201-20130306172214Mh,2,855.0,1168.0652,525.1486,54.06269999999995,65.18979999999999,48,6,0
d775be63-2a13-4486-92da-7ea61d1b54ae,040201-20130306172214Mh,3,800.0,1373.4314,746.7225,32.15430000000015,70.63290000000006,27,5,0
23fbc392-783c-4a3c-993c-a5652327c514,040201-20130306172214Mh,3,1419.0,1540.422,541.7011,100.51499999999987,43.428800000000024,31,6,0
7a7c0047-3f53-4a9c-b488-75df940ddb8e,040201-20130306172214Mh,3,664.0,1115.2905,1032.8519,54.32140000000004,35.29820000000018,20,7,0
4befd9b6-c1bb-47f4-974e-eeba596e668c,050302-20130808140054Bh,1,5295.0,407.3252,1441.0,232.6748,172.38470000000007,143,11,0
f11372cd-e20a-4b60-9299-6a5686ec6d03,050302-20130808140054Bh,3,1341.0,939.0,1656.0,110.0,36.07529999999997,60,3,0
598b9537-3c3e-4790-8fb1-a1ab1774967d,050302-20130808140054Bh,2,1002.0,650.0,745.0,65.0,33.61609999999996,31,5,0
fda9d3ee-99a1-47ee-9d1f-01b4735c3b05,050302-20130808140054Bh,3,220.0,1145.4757,970.8363,38.793499999999995,14.394999999999982,19,3,0
1b2cc163-47cb-43ab-b8c6-329edc782d47,050302-20130808140054Bh,1,335.0,395.215,1148.3522,32.0736,24.021299999999883,26,3,0
542cba53-3a9a-4f48-aadc-3ab81f7bceb2,050302-20130808140054Bh,3,1089.0,1750.0,744.0,51.0,65.0,57,4,0
7969a3c9-0638-425b-b952-229ca06f7450,050302-20130808140054Bh,3,480.0,1746.6627,839.0,21.337299999999914,39.36770000000001,21,2,0
0be9547b-7467-4967-bcca-478a55f90731,050302-20130808140054Bh,3,1525.0,1529.0,1488.0,47.0,67.0,60,2,0
c563aec4-8e25-487e-9343-93cffc07f08e,050302-20130808140054Bh,3,590.0,243.0,780.0,29.0,63.0,36,4,0
822cd744-303c-467c-9e1c-6677365ff64e,010102-20160703133714Th,1,1215.0,990.7895,1109.6173,120.45330000000001,36.058500000000095,66,10,0
4b786204-d8f9-4564-b9f1-748c11360b3b,010102-20160703133714Th,2,6259.0,1120.234,864.0,232.6975,216.60490000000004,189,18,0
b1f4b56f-d9bc-4dc5-abe0-be1921170541,010102-20160703133714Th,1,1568.0,800.4437,721.6721,41.81790000000001,76.8945,64,2,0
ef426a8e-0b1a-49b6-9991-600f299565b1,010102-20160703133714Th,3,204.0,1545.0,823.0,33.0,32.0,29,3,0
c25dae92-35d3-427c-a9f7-41c61769db1a,010102-20160703133714Th,3,789.0,800.0,456.0,54.0,32.23219999999998,35,5,0
964d4e8e-2d2c-478b-9533-d7e21158e3c8,010102-20160703133714Th,3,612.0,1020.6793,512.0,45.287900000000036,33.69749999999999,30,5,0
45828a98-b3c9-40d1-913a-8dc46e437392,010102-20160703133714Th,1,16188.0,1290.9408,591.4569,518.6497999999999,178.06129999999996,354,12,0
13cbe386-9b97-4a12-a683-ea8aa155c301,010101-20160703133714Th,2,4723.0,1124.5482,882.0,228.45180000000005,199.0,297,31,0
22e37261-c887-4c38-9a69-c530e753c6e2,010101-20160703133714Th,2,1040.0,988.4527,1110.43,152.45699999999988,39.58420000000001,110,16,0
7f19c35e-5aa0-424f-8ae1-d1b2da44cb73,010101-20160703133714Th,2,10025.0,1305.8586,592.4873,497.5912000000001,174.82550000000003,395,37,0
a951b2e3-8aa0-4b5f-b53c-45c0adff7e3f,010101-20160703133714Th,2,366.0,1545.3751,823.3386,42.246599999999944,36.20499999999993,60,7,0
78314be4-6243-45fd-9271-f3f72ce5c294,010101-20160703133714Th,3,1137.0,815.0525,729.4949,32.93150000000003,78.6943,50,5,0
63311071-9db6-4aa5-ab19-a678a3dd27a9,010101-20160703133714Th,3,469.0,1021.1327,514.6116,39.26540000000011,30.307999999999993,65,8,0
9730c564-c016-4937-9d2f-3f29da02f389,010101-20160703133714Th,3,870.0,797.0,458.0726,60.06830000000002,29.815399999999954,33,6,0
db515b52-c884-432d-9c21-27df8068c18a,010101-20160703133714Th,2,441.0,1044.0807,777.938,62.136999999999944,36.79169999999999,50,7,0
b88e90b7-5959-40bc-af79-f1e4f87b219f,010103-20160703133714Th,2,10260.0,1312.0994,590.3779,499.1008999999999,180.793,397,44,0
b07578f1-71fe-4b80-8cbc-a8d1af59862a,010103-20160703133714Th,2,545.0,1542.7337,820.4749,47.1425999999999,50.8759,45,6,0
30590b28-d265-4766-8f93-249cacd0294e,010103-20160703133714Th,2,4540.0,1122.3954,913.314,227.6045999999999,167.6957000000001,167,15,0
0792828f-636a-43f3-a409-b105ae7e3b83,010103-20160703133714Th,1,1179.0,804.6807,727.7331,36.84659999999997,69.32999999999993,62,6,0
378263dd-c9d1-422c-b6d5-2c455038c183,010103-20160703133714Th,1,1258.0,989.1518,1116.4021,121.00360000000012,37.409599999999955,99,8,0
98c3e552-f19c-434e-baa5-3fa1225c8d48,010103-20160703133714Th,3,1175.0,797.6895,456.1658,61.787700000000086,32.886900000000026,31,5,0
80aa961b-56e2-4e84-9628-1d26a2867bb9,010103-20160703133714Th,3,640.0,782.1166,1440.6593,18.71160000000009,89.05809999999997,26,5,0
a6f3fba7-70d5-40c4-a747-4dc3da5ca6e8,050302-20190317145150Bh,2,978.0,526.9475,648.8254,68.05250000000001,24.174600000000055,36,4,0
546c4173-8643-486e-b819-455dd0643587,010403-20190412025430Lh,2,1479.0,563.0,765.763,139.0,49.236999999999966,88,27,0
968c38a0-afd8-49f2-af0f-93b06f54c682,010401-20190412025430Lh,2,1045.0,572.7449,762.935,131.25509999999997,53.065000000000055,76,14,0
5d472b41-4991-4c26-9679-8b3e0c1794fa,010402-20190412025430Lh,2,1046.0,566.7943,782.9038,139.41949999999997,34.33039999999994,73,13,0
da0ad2e0-99d1-4718-8650-03ed03298c5e,040102-20160302133734Ch,3,2316.0,1450.105,527.6541,84.1606999999999,44.76290000000006,32,4,0
48ee0c41-4bbb-4b22-af64-9ab51b3a4299,040102-20160302133734Ch,2,682.0,1253.2592,785.4707,62.38550000000009,75.07940000000008,61,14,0
938b327a-7a7c-46ac-a433-3e95826c8c48,040102-20160302133734Ch,2,665.0,389.5328,697.8258,82.971,22.443700000000035,51,11,0
bb75bbdf-6993-4c35-ad66-47a7ffacfc09,040102-20160302133734Ch,3,1336.0,737.8934,1160.045,60.51929999999993,93.26339999999982,30,7,0
8c1391f4-f30a-4fd9-8c38-04b2e2fd36f9,040102-20160302133734Ch,3,1127.0,871.8213,1055.1207,35.76940000000002,103.48890000000006,31,7,0
424bb55f-7ceb-4c0a-8ec0-d63cf79a5b7f,040102-20160302133734Ch,3,1252.0,541.8529,909.1538,27.539600000000064,101.82499999999993,30,10,0
14f13cb9-702c-4de6-a233-cf7f98c9c0ec,040102-20160302133734Ch,2,602.0,1516.3155,1327.6987,69.10640000000012,54.69410000000016,54,7,0
d1e26c79-8f59-417f-8430-cc0321d108bb,010202-20170719235330Lh,1,336.0,1327.6139,1016.2926,18.1579999999999,48.29019999999991,32,5,0
09a926c8-e6c9-42f3-9bcd-52def254008b,010202-20170719235330Lh,2,943.0,337.2506,636.3378,41.088599999999985,58.69349999999997,29,5,0
fc7a95ae-c243-4847-9743-6ae4b3802d51,010202-20170719235330Lh,1,803.0,796.326,1291.9212,45.33479999999997,43.91090000000008,27,5,0
ed899907-beff-4abe-b9eb-c467557f78e3,010202-20170719235330Lh,1,1121.0,265.363,959.9182,63.86869999999999,166.01760000000002,54,15,0
4bd2f081-583c-4cc9-b33f-d584c63c54a9,010202-20170719235330Lh,1,175.0,1648.8237,772.24,28.80989999999997,29.874900000000025,18,6,0
f8481535-6b9a-4a93-97b7-dccc39d4b640,010102-20171027223030Lh,2,5341.0,905.3059,1180.1932,466.3099000000001,150.8746000000001,272,56,0
86244a7c-80d7-4af3-b617-56ab23f61bd9,010102-20171027223030Lh,3,1149.0,1038.6665,1725.9199,36.21289999999999,51.45089999999982,38,4,0
98b1820c-cf91-4d27-9d23-831d82fd7aff,010102-20171027223030Lh,1,2009.0,1543.1249,1403.9941,95.60490000000004,57.59460000000013,174,9,0
cf40c0bb-412f-4a91-b299-a2e97b12f38c,010102-20171027223030Lh,3,1066.0,1136.7039,668.0,46.25700000000006,37.1703,39,5,0
e88a6701-1650-4164-8fd2-8d3b5805ffe7,010102-20171027223030Lh,3,1511.0,1062.8901,565.9535,82.11760000000004,49.41330000000005,44,11,0
a8f7cc5b-e46b-489a-a818-0619c501d928,010102-20171027223030Lh,3,574.0,811.8068,889.1211,80.9063000000001,60.87300000000005,33,13,0
2add990a-3ca7-441d-af8f-565539115a98,010102-20171027223030Lh,2,1356.0,653.4263,718.0046,129.861,96.3492,64,17,0
36984285-c36a-4ff7-9396-2bbc38211633,010102-20171027223030Lh,1,2617.0,635.5205,422.1372,122.31960000000004,123.38210000000004,72,20,0
8cf63c0c-d012-43b8-8bb0-65858f12969d,010102-20171027223030Lh,2,5937.0,359.5551,399.3737,75.14340000000004,284.6971,148,18,0
00001950-66d7-4923-9e53-abcf09398704,010101-20171027223030Lh,2,5047.0,359.7555,400.219,69.33600000000001,283.8068,198,15,0
34278148-adc3-41c2-997d-b78a5f70f552,010101-20171027223030Lh,2,1526.0,911.124,1195.1928,124.80459999999994,70.54780000000005,57,5,0
bb4b1046-2ff0-4057-bb1a-ff35a00f9ed0,010101-20171027223030Lh,2,3151.0,1060.1028,562.0404,123.50990000000002,149.15200000000004,142,9,0
fc52b1d4-094a-4174-a75c-cb5fe71d437a,010101-20171027223030Lh,1,2170.0,635.9499,421.5204,117.45780000000002,124.55740000000003,112,12,0
26cc0544-cf8b-4a1e-bee0-45271bdb3f96,010101-20171027223030Lh,2,1415.0,1250.9747,1253.1917,101.20540000000005,81.47479999999996,75,7,0
