image_id,file_name,annotation_count
030101-20140816072814Th,20140816072814Th.jpeg,11
010101-20130425135954Bh,20130425135954Bh.jpeg,11
010401-20140413195914Mh,20140413195914Mh.jpeg,11
040102-20130921060834Lh,20130921060834Lh.jpeg,11
030401-20140401014754Uh,20140401014754Uh.jpeg,11
060403-20141225172214Mh,20141225172214Mh.jpeg,11
010203-20220710085152Th,20220710085152Th.jpeg,11
020401-20140806195834Ch,20140806195834Ch.jpeg,11
060403-20110523063154Uh,20110523063154Uh.jpeg,11
010402-20111222063154Uh,20111222063154Uh.jpeg,11
030101-20120403083114Th,20120403083114Th.jpeg,11
010403-20120610175114Mh,20120610175114Mh.jpeg,11
050102-20141214201834Ch,20141214201834Ch.jpeg,11
030101-20150501120634Ch,20150501120634Ch.jpeg,11
010101-20131006075314Th,20131006075314Th.jpeg,11
040401-20160927133734Ch,20160927133734Ch.jpeg,11
010102-20150806082034Lh,20150806082034Lh.jpeg,11
030302-20140921195854Bh,20140921195854Bh.jpeg,11
010401-20120104063134Lh,20120104063134Lh.jpeg,11
010403-20150228082414Th,20150228082414Th.jpeg,11
040301-20140807195854Bh,20140807195854Bh.jpeg,11
060403-20120829063134Lh,20120829063134Lh.jpeg,11
040401-20131115185414Mh,20131115185414Mh.jpeg,11
040201-20140821195834Ch,20140821195834Ch.jpeg,11
020401-20111112193254Bh,20111112193254Bh.jpeg,11
060403-20120814140454Bh,20120814140454Bh.jpeg,11
010102-20131017185334Ch,20131017185334Ch.jpeg,11
050202-20120213063134Lh,20120213063134Lh.jpeg,11
010102-20141027224834Lh,20141027224834Lh.jpeg,11
010402-20121218063534Lh,20121218063534Lh.jpeg,11
010403-20140205180154Bh,20140205180154Bh.jpeg,11
010403-20141016195834Ch,20141016195834Ch.jpeg,11
030101-20130510134654Bh,20130510134654Bh.jpeg,11
030302-20140523195814Mh,20140523195814Mh.jpeg,11
060403-20160925165814Mh,20160925165814Mh.jpeg,11
040102-20150315082034Lh,20150315082034Lh.jpeg,11
010201-20131224192154Bh,20131224192154Bh.jpeg,11
030101-20150719182314Mh,20150719182314Mh.jpeg,11
050102-20130107174854Bh,20130107174854Bh.jpeg,11
010102-20131109222434Lh,20131109222434Lh.jpeg,11
010401-20130925143254Bh,20130925143254Bh.jpeg,11
050101-20111116063134Lh,20111116063134Lh.jpeg,11
050102-20111116063134Lh,20111116063134Lh.jpeg,11
050103-20111116063134Lh,20111116063134Lh.jpeg,11
040201-20120725122934Ch,20120725122934Ch.jpeg,10
010102-20160714235434Lh,20160714235434Lh.jpeg,10
030101-20160831133714Th,20160831133714Th.jpeg,10
020101-20150330081954Uh,20150330081954Uh.jpeg,10
010102-20141129222134Lh,20141129222134Lh.jpeg,10
010202-20140615195854Bh,20140615195854Bh.jpeg,10
020403-20130110104734Ch,20130110104734Ch.jpeg,10
030302-20110530122834Ch,20110530122834Ch.jpeg,10
010402-20130517063134Lh,20130517063134Lh.jpeg,10
060403-20130327175114Mh,20130327175114Mh.jpeg,10
010403-20140413195914Mh,20140413195914Mh.jpeg,10
010302-20131125192154Bh,20131125192154Bh.jpeg,10
020101-20150820152254Bh,20150820152254Bh.jpeg,10
010402-20150614162514Mh,20150614162514Mh.jpeg,10
050101-20141216222634Lh,20141216222634Lh.jpeg,10
050103-20141216222634Lh,20141216222634Lh.jpeg,10
040102-20140607195854Bh,20140607195854Bh.jpeg,10
050102-20140710083214Th,20140710083214Th.jpeg,10
010402-20131107043054Uh,20131107043054Uh.jpeg,10
010401-20131107043054Uh,20131107043054Uh.jpeg,10
010403-20150614162514Mh,20150614162514Mh.jpeg,10
010101-20160606163514Mh,20160606163514Mh.jpeg,10
040102-20121207103034Ch,20121207103034Ch.jpeg,10
010401-20111222063154Uh,20111222063154Uh.jpeg,10
040301-20150222090014Th,20150222090014Th.jpeg,10
060403-20110621063134Lh,20110621063134Lh.jpeg,10
010101-20150806082034Lh,20150806082034Lh.jpeg,10
010401-20120610175114Mh,20120610175114Mh.jpeg,10
050103-20131229112414Th,20131229112414Th.jpeg,10
010401-20150228082414Th,20150228082414Th.jpeg,10
020401-20120217181154Bh,20120217181154Bh.jpeg,10
010101-20141027224834Lh,20141027224834Lh.jpeg,10
010101-20150531082034Lh,20150531082034Lh.jpeg,10
030302-20140615195814Mh,20140615195814Mh.jpeg,10
060102-20130222082914Th,20130222082914Th.jpeg,10
010102-20161129022454Uh,20161129022454Uh.jpeg,10
010101-20161129022454Uh,20161129022454Uh.jpeg,10
040201-20130705161714Mh,20130705161714Mh.jpeg,10
010101-20131128192214Mh,20131128192214Mh.jpeg,10
020403-20111112193254Bh,20111112193254Bh.jpeg,10
050303-20110810063134Lh,20110810063134Lh.jpeg,10
050103-20110502063154Uh,20110502063154Uh.jpeg,10
010101-20120330063134Lh,20120330063134Lh.jpeg,10
040401-20111025080614Th,20111025080614Th.jpeg,10
040102-20161223133734Ch,20161223133734Ch.jpeg,10
010103-20151117172314Mh,20151117172314Mh.jpeg,10
050101-20141214201834Ch,20141214201834Ch.jpeg,10
010101-20120427063154Uh,20120427063154Uh.jpeg,10
010401-20121113103634Ch,20121113103634Ch.jpeg,10
050103-20111114082314Th,20111114082314Th.jpeg,10
010402-20131007075314Th,20131007075314Th.jpeg,10
060403-20150409081954Uh,20150409081954Uh.jpeg,10
010402-20150427162314Mh,20150427162314Mh.jpeg,10
040401-20141010195834Ch,20141010195834Ch.jpeg,10
050102-20150731082034Lh,20150731082034Lh.jpeg,10
050101-20150731082034Lh,20150731082034Lh.jpeg,10
050101-20111218085014Th,20111218085014Th.jpeg,10
010202-20140225163314Th,20140225163314Th.jpeg,10
050101-20130719140154Bh,20130719140154Bh.jpeg,10
010103-20160526011254Uh,20160526011254Uh.jpeg,10
010101-20121109103634Ch,20121109103634Ch.jpeg,10
030101-20160103133734Ch,20160103133734Ch.jpeg,10
040301-20130211063134Lh,20130211063134Lh.jpeg,10
050202-20151116224034Lh,20151116224034Lh.jpeg,10
010102-20120215153654Bh,20120215153654Bh.jpeg,10
010101-20120206063134Lh,20120206063134Lh.jpeg,10
040302-20151128133734Ch,20151128133734Ch.jpeg,10
010402-20120424072414Th,20120424072414Th.jpeg,10
020403-20121114172254Bh,20121114172254Bh.jpeg,10
020401-20121114172254Bh,20121114172254Bh.jpeg,10
050302-20120113104834Ch,20120113104834Ch.jpeg,10
010102-20111029063154Uh,20111029063154Uh.jpeg,10
010103-20110114105034Ch,20110114105034Ch.jpeg,10
010402-20130813060834Lh,20130813060834Lh.jpeg,10
040102-20150119082034Lh,20150119082034Lh.jpeg,10
060403-20121030150354Bh,20121030150354Bh.jpeg,10
010101-20131016185334Ch,20131016185334Ch.jpeg,10
010201-20120729122634Ch,20120729122634Ch.jpeg,10
020403-20140806195834Ch,20140806195834Ch.jpeg,10
020101-20120330063154Uh,20120330063154Uh.jpeg,10
010102-20131006075314Th,20131006075314Th.jpeg,10
010402-20160215133734Ch,20160215133734Ch.jpeg,10
020101-20131204192154Bh,20131204192154Bh.jpeg,10
010401-20111009110234Ch,20111009110234Ch.jpeg,10
010102-20141210201814Mh,20141210201814Mh.jpeg,10
040401-20130824060834Lh,20130824060834Lh.jpeg,10
050102-20140414195834Ch,20140414195834Ch.jpeg,10
040102-20150225171114Mh,20150225171114Mh.jpeg,9
010401-20150614162514Mh,20150614162514Mh.jpeg,9
050202-20130616070414Th,20130616070414Th.jpeg,9
020401-20130923060834Lh,20130923060834Lh.jpeg,9
040301-20120223152054Bh,20120223152054Bh.jpeg,9
010101-20160714235434Lh,20160714235434Lh.jpeg,9
040401-20110312082634Lh,20110312082634Lh.jpeg,9
010203-20130919060834Lh,20130919060834Lh.jpeg,9
010403-20150423120034Ch,20150423120034Ch.jpeg,9
060403-20120114063154Uh,20120114063154Uh.jpeg,9
020101-20160518011654Uh,20160518011654Uh.jpeg,9
040102-20131201192134Ch,20131201192134Ch.jpeg,9
050202-20120730135454Bh,20120730135454Bh.jpeg,9
020401-20130110104734Ch,20130110104734Ch.jpeg,9
030302-20111107063154Uh,20111107063154Uh.jpeg,9
030403-20130407063154Uh,20130407063154Uh.jpeg,9
030302-20150718082014Th,20150718082014Th.jpeg,9
010402-20111215063134Lh,20111215063134Lh.jpeg,9
040303-20140218230234Lh,20140218230234Lh.jpeg,9
020101-20110521063134Lh,20110521063134Lh.jpeg,9
010403-20120104063134Lh,20120104063134Lh.jpeg,9
050101-20131229112414Th,20131229112414Th.jpeg,9
030302-20140712195854Bh,20140712195854Bh.jpeg,9
050103-20160310133734Ch,20160310133734Ch.jpeg,9
010101-20140813064254Uh,20140813064254Uh.jpeg,9
050103-20120715123434Ch,20120715123434Ch.jpeg,9
050102-20130305112734Ch,20130305112734Ch.jpeg,9
030101-20160408232234Lh,20160408232234Lh.jpeg,9
010201-20141016022554Uh,20141016022554Uh.jpeg,9
010401-20150825082034Lh,20150825082034Lh.jpeg,9
010201-20110724164614Mh,20110724164614Mh.jpeg,9
030302-20151128222134Lh,20151128222134Lh.jpeg,9
030101-20160317232434Lh,20160317232434Lh.jpeg,9
050102-20110502063154Uh,20110502063154Uh.jpeg,9
040301-20120328164614Mh,20120328164614Mh.jpeg,9
010401-20141006224634Lh,20141006224634Lh.jpeg,9
040201-20160215175514Mh,20160215175514Mh.jpeg,9
030101-20110902073614Th,20110902073614Th.jpeg,9
010203-20130208063154Uh,20130208063154Uh.jpeg,9
010102-20131128192214Mh,20131128192214Mh.jpeg,9
040401-20150629161614Mh,20150629161614Mh.jpeg,9
060403-20130601063154Uh,20130601063154Uh.jpeg,9
010401-20141016195834Ch,20141016195834Ch.jpeg,9
020101-20110619063134Lh,20110619063134Lh.jpeg,9
010402-20141006224634Lh,20141006224634Lh.jpeg,9
050102-20110826074214Th,20110826074214Th.jpeg,9
010402-20111229063154Uh,20111229063154Uh.jpeg,9
010403-20140216230134Lh,20140216230134Lh.jpeg,9
030302-20160510163914Mh,20160510163914Mh.jpeg,9
010102-20150531082034Lh,20150531082034Lh.jpeg,9
020403-20131101222734Lh,20131101222734Lh.jpeg,9
010403-20120802090314Th,20120802090314Th.jpeg,9
030101-20110623063134Lh,20110623063134Lh.jpeg,9
050202-20140803234534Lh,20140803234534Lh.jpeg,9
010102-20121109103634Ch,20121109103634Ch.jpeg,9
040201-20130404063134Lh,20130404063134Lh.jpeg,9
010101-20141210201814Mh,20141210201814Mh.jpeg,9
030403-20140401014754Uh,20140401014754Uh.jpeg,9
010302-20111223085314Th,20111223085314Th.jpeg,9
030403-20111115063134Lh,20111115063134Lh.jpeg,9
010402-20150825082034Lh,20150825082034Lh.jpeg,9
020101-20131020080114Th,20131020080114Th.jpeg,9
030302-20141009023454Uh,20141009023454Uh.jpeg,9
040401-20131108045254Uh,20131108045254Uh.jpeg,9
010202-20140111224134Lh,20140111224134Lh.jpeg,9
010201-20120910074014Th,20120910074014Th.jpeg,9
010101-20170218173710Mh,20170218173710Mh.jpeg,9
010202-20141004075414Th,20141004075414Th.jpeg,9
040301-20111201063154Uh,20111201063154Uh.jpeg,9
050102-20111114082314Th,20111114082314Th.jpeg,9
040301-20151226133734Ch,20151226133734Ch.jpeg,9
050101-20120810121634Ch,20120810121634Ch.jpeg,9
060403-20160110133714Th,20160110133714Th.jpeg,9
010102-20151122172614Mh,20151122172614Mh.jpeg,9
010301-20151119133734Ch,20151119133734Ch.jpeg,9
010401-20150427162314Mh,20150427162314Mh.jpeg,9
040301-20130502063134Lh,20130502063134Lh.jpeg,9
020403-20141105195814Mh,20141105195814Mh.jpeg,9
030101-20150919165814Mh,20150919165814Mh.jpeg,9
010102-20171027223030Lh,20171027223030Lh.jpeg,9
050302-20130808140054Bh,20130808140054Bh.jpeg,9
010101-20171027223030Lh,20171027223030Lh.jpeg,9
030101-20151013144654Bh,20151013144654Bh.jpeg,9
030302-20131113185414Mh,20131113185414Mh.jpeg,8
010403-20120703070814Th,20120703070814Th.jpeg,8
040201-20130306172214Mh,20130306172214Mh.jpeg,8
040302-20110711071214Th,20110711071214Th.jpeg,8
040401-20140709195814Mh,20140709195814Mh.jpeg,8
060102-20151019223534Lh,20151019223534Lh.jpeg,8
010102-20131016185334Ch,20131016185334Ch.jpeg,8
050103-20150731082034Lh,20150731082034Lh.jpeg,8
030101-20140719071414Th,20140719071414Th.jpeg,8
010403-20150427162314Mh,20150427162314Mh.jpeg,8
040102-20211229120130Ch,20211229120130Ch.jpeg,8
050101-20150216171714Mh,20150216171714Mh.jpeg,8
050103-20150216171714Mh,20150216171714Mh.jpeg,8
050102-20131229112414Th,20131229112414Th.jpeg,8
010203-20150716162114Mh,20150716162114Mh.jpeg,8
030302-20120227161654Bh,20120227161654Bh.jpeg,8
010202-20130903141654Bh,20130903141654Bh.jpeg,8
010102-20140813064254Uh,20140813064254Uh.jpeg,8
010402-20121113103634Ch,20121113103634Ch.jpeg,8
010302-20151119133734Ch,20151119133734Ch.jpeg,8
050101-20140414195834Ch,20140414195834Ch.jpeg,8
010103-20151122172614Mh,20151122172614Mh.jpeg,8
010102-20140509195814Mh,20140509195814Mh.jpeg,8
040102-20140603070414Th,20140603070414Th.jpeg,8
010203-20120729122634Ch,20120729122634Ch.jpeg,8
010202-20120729122634Ch,20120729122634Ch.jpeg,8
020403-20141225024354Uh,20141225024354Uh.jpeg,8
010101-20140604195854Bh,20140604195854Bh.jpeg,8
010103-20131016185334Ch,20131016185334Ch.jpeg,8
050101-20160310133734Ch,20160310133734Ch.jpeg,8
010402-20160920230134Lh,20160920230134Lh.jpeg,8
030302-20110603163414Mh,20110603163414Mh.jpeg,8
020403-20110510063134Lh,20110510063134Lh.jpeg,8
040102-20120427162614Mh,20120427162614Mh.jpeg,8
010401-20110803164914Mh,20110803164914Mh.jpeg,8
010403-20130517063134Lh,20130517063134Lh.jpeg,8
050103-20110429135554Bh,20110429135554Bh.jpeg,8
040102-20171123133730Ch,20171123133730Ch.jpeg,8
010101-20160703133714Th,20160703133714Th.jpeg,8
040401-20110509121334Ch,20110509121334Ch.jpeg,8
020401-20160402025254Uh,20160402025254Uh.jpeg,8
040401-20150830084134Lh,20150830084134Lh.jpeg,8
030302-20120928063134Lh,20120928063134Lh.jpeg,8
010402-20160213153054Bh,20160213153054Bh.jpeg,8
010203-20141022223334Lh,20141022223334Lh.jpeg,8
010302-20130809072814Th,20130809072814Th.jpeg,8
040102-20160604163414Mh,20160604163414Mh.jpeg,8
050101-20150116082034Lh,20150116082034Lh.jpeg,8
050102-20150116082034Lh,20150116082034Lh.jpeg,8
010401-20130813060834Lh,20130813060834Lh.jpeg,8
020101-20161013133734Ch,20161013133734Ch.jpeg,8
040102-20110525063154Uh,20110525063154Uh.jpeg,8
050103-20110826074214Th,20110826074214Th.jpeg,8
020401-20120223063154Uh,20120223063154Uh.jpeg,8
010403-20141006224634Lh,20141006224634Lh.jpeg,8
040301-20120218173614Mh,20120218173614Mh.jpeg,8
010101-20111029063154Uh,20111029063154Uh.jpeg,8
050103-20130305112734Ch,20130305112734Ch.jpeg,8
010403-20150825082034Lh,20150825082034Lh.jpeg,8
040401-20140716195854Bh,20140716195854Bh.jpeg,8
010402-20160225173314Mh,20160225173314Mh.jpeg,8
040102-20120726071914Th,20120726071914Th.jpeg,8
050303-20160925225634Lh,20160925225634Lh.jpeg,8
040402-20171115222230Lh,20171115222230Lh.jpeg,8
050103-20220622205632Bh,20220622205632Bh.jpeg,8
060403-20130212153254Bh,20130212153254Bh.jpeg,8
050102-20220622205632Bh,20220622205632Bh.jpeg,8
010402-20130429063154Uh,20130429063154Uh.jpeg,8
010103-20160401170314Mh,20160401170314Mh.jpeg,8
050202-20161229133734Ch,20161229133734Ch.jpeg,8
050102-20120715123434Ch,20120715123434Ch.jpeg,8
050101-20120715123434Ch,20120715123434Ch.jpeg,8
010102-20160526011254Uh,20160526011254Uh.jpeg,8
010101-20160526011254Uh,20160526011254Uh.jpeg,8
010403-20111222063154Uh,20111222063154Uh.jpeg,8
050101-20110826074214Th,20110826074214Th.jpeg,8
060403-20110615133454Bh,20110615133454Bh.jpeg,8
010401-20150308081954Uh,20150308081954Uh.jpeg,8
010402-20160229151254Bh,20160229151254Bh.jpeg,8
030302-20120424120134Ch,20120424120134Ch.jpeg,8
010302-20121027063134Lh,20121027063134Lh.jpeg,8
010403-20150308081954Uh,20150308081954Uh.jpeg,8
040301-20130828141354Bh,20130828141354Bh.jpeg,8
010202-20121024164714Mh,20121024164714Mh.jpeg,8
040301-20120430063154Uh,20120430063154Uh.jpeg,8
050303-20150620082014Th,20150620082014Th.jpeg,8
010402-20130319144654Bh,20130319144654Bh.jpeg,8
010103-20150112081954Uh,20150112081954Uh.jpeg,8
050101-20131225065154Uh,20131225065154Uh.jpeg,8
020401-20110815140454Bh,20110815140454Bh.jpeg,8
020403-20140212024554Uh,20140212024554Uh.jpeg,8
010403-20160810234034Lh,20160810234034Lh.jpeg,8
010401-20141106195854Bh,20141106195854Bh.jpeg,7
010402-20150228082414Th,20150228082414Th.jpeg,7
020403-20120217181154Bh,20120217181154Bh.jpeg,7
030101-20110617063134Lh,20110617063134Lh.jpeg,7
010102-20140312081114Th,20140312081114Th.jpeg,7
010403-20111009110234Ch,20111009110234Ch.jpeg,7
030302-20121026063134Lh,20121026063134Lh.jpeg,7
050101-20171123222130Lh,20171123222130Lh.jpeg,7
050103-20130719140154Bh,20130719140154Bh.jpeg,7
