id,image_id,geom_vs_bbox_max_diff
0955a34e-bdee-4f44-ab2c-53008d627f9e,030101-20160411134234Ch,0.0
9c9d732b-babc-4e3c-98ba-b9277b4ed438,030101-20160411134234Ch,0.0
0f121be1-f7a3-4d45-bcae-d6c9acbf3b0b,030101-20160411134234Ch,0.0
960c4a41-ba19-4dd8-ae4a-b0cc13774d0d,030101-20160411134234Ch,0.0
2d6ace09-a887-4036-bb85-97fbb130786c,030101-20160411134234Ch,0.0
94c096df-f6ca-452c-9fee-b122a3084884,030101-20160411134234Ch,0.0
b333f282-a77f-46d2-91f2-310ae4d6199b,030101-20160411134234Ch,0.0
371f8706-7b2d-43eb-bcee-b8b71893804c,030101-20160411134234Ch,0.0
fbd81c87-521d-40b5-ba12-244b8ee6b836,030101-20160411134234Ch,0.0
917e603e-01f6-4b2c-b53f-acedce093535,030101-20160411134234Ch,0.0
450c517f-bd98-4987-af06-7819688e272e,030101-20160411134234Ch,0.0
007dd6b1-6062-490d-8c5f-00ba4f77776d,030101-20160411134234Ch,0.0
389d1f51-d502-4595-8fab-0d78af7f53d4,030101-20160411134234Ch,0.0
2338ff4f-33a7-4b96-be4c-31ecfb2b322d,030101-20160411134234Ch,0.0
9aa7e805-1f74-48ed-8fba-a2bde796884b,030101-20160411134234Ch,0.0
18d88b2f-58d8-4134-ab96-99c7f17d075b,020403-20110510063134Lh,0.0
0079fb70-0d5d-48f4-8786-7087dd295894,020403-20110510063134Lh,0.0
c26ad342-6343-455f-bb4b-e7ccb56c9dc9,020403-20110510063134Lh,0.0
a06eebb0-f9d8-4fd3-b3bc-483bfa3e13fa,020403-20110510063134Lh,0.0
eb6b7890-9834-42c6-bf21-c4eb71a07075,020403-20110510063134Lh,0.0
1ba0e189-1538-4d6a-9c30-d44dd0375296,020403-20110510063134Lh,0.0
79864a7b-d51f-4fac-909f-3376ae774dbb,020403-20110510063134Lh,0.0
5668c17e-6225-46fc-b304-8aa5594a94de,020403-20110510063134Lh,0.0
d4a22e53-851d-4152-8aa3-1076f20943af,020401-20110510063134Lh,0.0
2a781b05-cd53-47ac-9328-5e3f8daca3aa,020401-20110510063134Lh,0.1792000000000371
ba9126fc-ced4-4d51-8481-55e427cd86a3,020401-20110510063134Lh,0.0
9f509ba6-760d-49e6-bd3e-77d34886613a,020401-20110510063134Lh,1.8840000000000146
67f83a22-4b2d-4051-b48e-1b044a8e881e,020401-20110510063134Lh,0.0
9adf9dfb-a0c8-434d-b9a8-f96d3a42bb90,020401-20110510063134Lh,0.0
113e5892-45f9-429a-b9e0-f0de37a92eff,020401-20110510063134Lh,0.0
cfa36035-e0bf-4761-8878-ca49aca6c394,010202-20140428233234Lh,0.0
92488060-9357-4fa3-92c4-7a9643ef1e41,010202-20140428233234Lh,0.0
44e6c2fe-802a-484f-b5ce-504a81d5cb85,010202-20140428233234Lh,0.0
28d1bac3-12ac-4231-b62a-59cdddd0930b,010202-20140428233234Lh,0.0
75bdd3d5-b6a0-474b-b70c-e9ccb8eaaf49,060102-20150207084414Th,0.0
8648815d-7dc5-4e6d-b1af-eb0b3880312b,060102-20150207084414Th,0.0
9692cd83-b06b-4481-a8b3-5ca791926a10,060102-20150207084414Th,0.0
8cba4cbf-d2b5-4ab9-bd68-10fc5bfe150d,060102-20150207084414Th,0.0
e334ff9a-9165-4256-83ef-1e28d188ec68,060102-20150207084414Th,0.0
971838fd-7fc8-4223-8b9d-4ee9d9f026c8,060102-20150207084414Th,0.0
90954e66-1eca-4b28-9033-8a0d7f5034e8,060102-20150207084414Th,0.0
3b54c458-2dde-404f-80b6-219ead3abcfb,040401-20151107133734Ch,0.0
cbae4d6f-9830-412e-8c77-ba711df2e211,040401-20151107133734Ch,0.0
8793f6fd-6bbe-4d94-9e6c-03416d471612,040401-20151107133734Ch,0.0
8c7fe5c5-8e67-4bca-8ae4-9920dd8af832,040401-20151107133734Ch,0.0
c69ae8ae-dd1d-4c9a-b36e-223436e6bd5d,040401-20220618185332Bh,0.0
421c3c67-fad0-4e8d-a2e0-9cb76eb1428a,040401-20220618185332Bh,0.0
3592c133-9da8-4366-8807-5ad462fe8e96,040401-20220618185332Bh,0.0
992b43c3-0d1d-4764-b905-fd39fc4d94fd,040401-20220618185332Bh,0.0
119402da-08e1-499f-939c-7b4de979921c,040401-20220618185332Bh,0.0
9e23b211-c549-48b8-94b3-76d0862e6e39,040401-20220618185332Bh,0.0
1713fdda-45cd-4532-a2a8-040922210e39,040401-20220618185332Bh,0.0
22643354-14e5-48e5-8e7d-49b4cc807a37,040401-20220618185332Bh,0.0
7e5cb79a-2f1d-44b2-aa61-119b17bada42,040401-20220618185332Bh,0.0
a2553fcb-5591-4e0d-a1e9-e50ad6b012fb,040401-20220618185332Bh,0.0
8268f904-53a7-4246-a8c1-b19f5e62d319,040401-20220618185332Bh,0.0
6f8c17aa-69d5-4756-943e-b85d654eb011,040401-20220618185332Bh,0.0
4b9c9a15-3b63-45c6-99dc-5d7bed3d31ce,040401-20220618185332Bh,0.0
67c5c3b7-4a75-4120-bfe2-ee22d691945b,040401-20220618185332Bh,0.0
39fa8f66-39ce-44c3-9e3c-e67d2786827a,040102-20141007224934Lh,0.0
a5b54975-5eff-4dac-90ee-95ee738cac1a,040102-20141007224934Lh,0.0
7ed0eb79-2670-448f-94a7-e5f003ee1aec,040102-20141007224934Lh,0.0
d8edd134-7c13-4113-93de-1acf49aa9c51,040102-20141007224934Lh,0.0
1dd96f4e-2c28-4cc2-8743-77f08621fa0e,040102-20141007224934Lh,0.0
346b00f6-76cc-4ac9-a190-4d3fd82b0a89,040102-20141007224934Lh,0.0
5d6f70a5-9674-4958-95bc-b8d9fb669f59,040102-20141007224934Lh,0.0
94d067a0-afab-4db5-bd31-fe38fa3a0a19,040102-20141007224934Lh,0.0
bbb1d763-1a48-4b93-bad5-ed493716801e,040102-20141007224934Lh,0.0
434075f5-4581-476a-8e92-fef1892ebc30,040102-20141007224934Lh,0.0
e10a129c-e37b-4d9a-95a6-1091fa196494,040102-20141007224934Lh,0.0
f87adb51-3694-4910-9bbc-a5694114ca3d,040102-20141007224934Lh,0.0
d8bf2845-15d0-46d6-8a44-d4fbd1e3124f,040102-20141007224934Lh,0.0
4345d1f0-6b30-4d57-861d-4832b3e49b0c,040102-20141007224934Lh,0.0
b4d77792-dede-4468-b225-8aa3a56cad6f,040102-20141007224934Lh,0.0
8a65482f-7110-490f-a76c-228b8d13f903,040401-20211119103130Ch,0.0
ce7ac16b-155b-4d3d-a649-1f08509c9cc9,040401-20211119103130Ch,0.0
a9e506a4-08c6-49ac-b564-de5f4bc510d7,040401-20211119103130Ch,0.0
858b69bb-eda7-4664-92ea-c388a66e77c5,040401-20211119103130Ch,0.0
6541d803-e94f-428b-b905-0287ee52e822,040401-20211119103130Ch,0.0
9f7a394a-ea92-41e9-87df-524b8bce5413,040301-20180109223930Lh,0.0
d6b0d7b6-f692-425f-bf86-330264bc5cbb,040301-20180109223930Lh,0.0
f9bee00b-daee-455f-8040-e173da0fb094,040301-20180109223930Lh,0.0
ab18f2ef-dd31-4706-ad8d-7f2e580a10f1,040301-20180109223930Lh,0.0
fa1800bd-7fbf-4af3-ad42-03436bded667,010101-20130425135954Bh,0.0
d24d4cef-a739-4233-8b8e-b85fd5f94477,010101-20130425135954Bh,0.0
a21c2e29-b250-484e-9474-aaa91a16c845,010101-20130425135954Bh,0.0
d4713b92-adb6-471a-9959-6d6fea10f9cc,010101-20130425135954Bh,0.0
a1a0e6b3-bfc7-4e6b-a5ff-38912c79d002,010101-20130425135954Bh,0.0
bb7d20c3-eb03-40fb-9253-a1fd29d713bf,010101-20130425135954Bh,0.0
a6ce877e-dea7-4f92-b6bb-06ff4b9a5270,010101-20130425135954Bh,0.0
88d6f589-f8eb-4934-a375-d08b3b26ab25,010101-20130425135954Bh,0.0
b7d7ae1f-92b6-4f42-8e19-32a16f51b244,010101-20130425135954Bh,0.0
894c88d0-76d2-4d6f-9ca6-cc3176eea0b0,010101-20130425135954Bh,0.0
5b6753b1-ae48-4e8a-97e0-e928e4baaff1,010101-20130425135954Bh,0.0
ca6edfe9-df79-4085-b481-41d0466198b3,010102-20130425135954Bh,0.0
