file_name,split,is_train,is_test,width,height,mode,n_channels,file_size_bytes,px_mean,px_std,px_min,px_max,filename_parse_ok,capture_datetime,capture_date,instrument_code
20110521063134Lh.jpeg,train,1,0,2048,2048,L,1,780207,82.2629382610321,56.590059943423114,0.0,230.0,True,2011-05-21 06:31:34,2011-05-21,Lh
20110523063154Uh.jpeg,train,1,0,2048,2048,L,1,788414,84.29076099395752,56.54442490850806,0.0,232.0,True,2011-05-23 06:31:54,2011-05-23,Uh
20110525063154Uh.jpeg,train,1,0,2048,2048,L,1,788374,83.83242964744568,55.918420902250006,0.0,230.0,True,2011-05-25 06:31:54,2011-05-25,Uh
20110526122534Ch.jpeg,train,1,0,2048,2048,L,1,831911,91.16162848472595,53.84826619957354,0.0,255.0,True,2011-05-26 12:25:34,2011-05-26,Ch
20110530122834Ch.jpeg,train,1,0,2048,2048,L,1,811238,84.85432553291321,58.52107205973659,0.0,230.0,True,2011-05-30 12:28:34,2011-05-30,Ch
20110601063134Lh.jpeg,train,1,0,2048,2048,L,1,804231,81.97067189216614,56.56492029422029,0.0,246.0,True,2011-06-01 06:31:34,2011-06-01,Lh
20110603163414Mh.jpeg,train,1,0,2048,2048,L,1,757005,81.10016965866089,57.255118521293916,0.0,255.0,True,2011-06-03 16:34:14,2011-06-03,Mh
20110615133454Bh.jpeg,train,1,0,2048,2048,L,1,780975,80.02948784828186,57.853217126469616,0.0,231.0,True,2011-06-15 13:34:54,2011-06-15,Bh
20110616133454Bh.jpeg,train,1,0,2048,2048,L,1,764604,80.05754518508911,57.705538484169175,0.0,237.0,True,2011-06-16 13:34:54,2011-06-16,Bh
20110617063134Lh.jpeg,train,1,0,2048,2048,L,1,825981,82.52090549468994,56.53508782404208,0.0,255.0,True,2011-06-17 06:31:34,2011-06-17,Lh
20110619063134Lh.jpeg,train,1,0,2048,2048,L,1,772865,83.51961922645569,55.431587707237234,0.0,238.0,True,2011-06-19 06:31:34,2011-06-19,Lh
20110621063134Lh.jpeg,train,1,0,2048,2048,L,1,749552,82.59293603897095,56.38022611577888,0.0,255.0,True,2011-06-21 06:31:34,2011-06-21,Lh
20110623063134Lh.jpeg,train,1,0,2048,2048,L,1,768812,82.09457111358643,56.15579172800162,0.0,232.0,True,2011-06-23 06:31:34,2011-06-23,Lh
20110625163814Mh.jpeg,train,1,0,2048,2048,L,1,763275,80.70466756820679,58.387653359085526,0.0,231.0,True,2011-06-25 16:38:14,2011-06-25,Mh
20110707074514Th.jpeg,train,1,0,2048,2048,L,1,838441,83.30900979042053,56.01780005512559,0.0,235.0,True,2011-07-07 07:45:14,2011-07-07,Th
20110711071214Th.jpeg,train,1,0,2048,2048,L,1,856231,83.49083113670349,55.67940699490596,0.0,233.0,True,2011-07-11 07:12:14,2011-07-11,Th
20110724164614Mh.jpeg,train,1,0,2048,2048,L,1,795613,80.49649095535278,58.46525758694592,0.0,230.0,True,2011-07-24 16:46:14,2011-07-24,Mh
20110727063234Lh.jpeg,train,1,0,2048,2048,L,1,752522,82.76062321662903,56.62266345005725,0.0,255.0,True,2011-07-27 06:32:34,2011-07-27,Lh
20110728084714Th.jpeg,train,1,0,2048,2048,L,1,831185,83.8696014881134,55.536624178293344,0.0,255.0,True,2011-07-28 08:47:14,2011-07-28,Th
20110803164914Mh.jpeg,train,1,0,2048,2048,L,1,816924,80.75893878936768,58.8630784813492,0.0,255.0,True,2011-08-03 16:49:14,2011-08-03,Mh
20110810063134Lh.jpeg,train,1,0,2048,2048,L,1,742520,81.8273572921753,55.81278020366158,0.0,230.0,True,2011-08-10 06:31:34,2011-08-10,Lh
20110815140454Bh.jpeg,train,1,0,2048,2048,L,1,805728,82.12863278388977,58.680328370511106,0.0,229.0,True,2011-08-15 14:04:54,2011-08-15,Bh
20110823120334Ch.jpeg,train,1,0,2048,2048,L,1,823499,87.77936100959778,56.89523825548759,0.0,232.0,True,2011-08-23 12:03:34,2011-08-23,Ch
20110824141054Bh.jpeg,train,1,0,2048,2048,L,1,857961,82.26591920852661,59.775553988946115,0.0,255.0,True,2011-08-24 14:10:54,2011-08-24,Bh
20110826074214Th.jpeg,train,1,0,2048,2048,L,1,946496,84.24932074546814,55.82593632993087,0.0,250.0,True,2011-08-26 07:42:14,2011-08-26,Th
20110902073614Th.jpeg,train,1,0,2048,2048,L,1,829538,84.23019647598267,55.26683198869911,0.0,251.0,True,2011-09-02 07:36:14,2011-09-02,Th
20110914063134Lh.jpeg,train,1,0,2048,2048,L,1,811505,81.82281184196472,55.915437091972635,0.0,253.0,True,2011-09-14 06:31:34,2011-09-14,Lh
20110918112834Ch.jpeg,train,1,0,2048,2048,L,1,962950,82.15755653381348,58.6722076819855,0.0,255.0,True,2011-09-18 11:28:34,2011-09-18,Ch
20110923112234Ch.jpeg,train,1,0,2048,2048,L,1,927486,85.32256388664246,60.80023736279648,0.0,255.0,True,2011-09-23 11:22:34,2011-09-23,Ch
20110923165814Mh.jpeg,train,1,0,2048,2048,L,1,796628,81.11800479888916,59.11899364714579,0.0,255.0,True,2011-09-23 16:58:14,2011-09-23,Mh
20111009110234Ch.jpeg,train,1,0,2048,2048,L,1,933117,84.76878380775452,60.683336650631986,0.0,245.0,True,2011-10-09 11:02:34,2011-10-09,Ch
20111011112054Uh.jpeg,train,1,0,2048,2048,L,1,676057,80.3308424949646,57.87920161105993,0.0,232.0,True,2011-10-11 11:20:54,2011-10-11,Uh
20111018063134Lh.jpeg,train,1,0,2048,2048,L,1,653755,86.59141087532043,49.09724301323761,0.0,229.0,True,2011-10-18 06:31:34,2011-10-18,Lh
20111019063154Uh.jpeg,train,1,0,2048,2048,L,1,829180,83.04476642608643,57.70932121585601,0.0,255.0,True,2011-10-19 06:31:54,2011-10-19,Uh
20111025080614Th.jpeg,train,1,0,2048,2048,L,1,828641,84.24366044998169,54.79109350320049,0.0,231.0,True,2011-10-25 08:06:14,2011-10-25,Th
20111027145954Bh.jpeg,train,1,0,2048,2048,L,1,805814,85.0892288684845,60.31343976574051,0.0,230.0,True,2011-10-27 14:59:54,2011-10-27,Bh
20111029063154Uh.jpeg,train,1,0,2048,2048,L,1,829213,82.25571346282959,58.082308025820666,0.0,241.0,True,2011-10-29 06:31:54,2011-10-29,Uh
20111107063154Uh.jpeg,train,1,0,2048,2048,L,1,808271,83.15226173400879,58.036538898957566,0.0,255.0,True,2011-11-07 06:31:54,2011-11-07,Uh
20111112193254Bh.jpeg,train,1,0,2048,2048,L,1,741846,90.1142942905426,50.20826603693264,0.0,231.0,True,2011-11-12 19:32:54,2011-11-12,Bh
20111114082314Th.jpeg,train,1,0,2048,2048,L,1,769187,84.98999571800232,54.91551441072372,0.0,231.0,True,2011-11-14 08:23:14,2011-11-14,Th
20111115063134Lh.jpeg,train,1,0,2048,2048,L,1,819874,81.01105761528015,55.5938202644896,0.0,255.0,True,2011-11-15 06:31:34,2011-11-15,Lh
20111116063134Lh.jpeg,train,1,0,2048,2048,L,1,777311,81.6660258769989,55.9081521000599,0.0,229.0,True,2011-11-16 06:31:34,2011-11-16,Lh
20111201063154Uh.jpeg,train,1,0,2048,2048,L,1,832912,83.3585364818573,58.00076374811982,0.0,255.0,True,2011-12-01 06:31:54,2011-12-01,Uh
20111206102934Ch.jpeg,train,1,0,2048,2048,L,1,896819,85.92038655281067,60.577762771398916,0.0,255.0,True,2011-12-06 10:29:34,2011-12-06,Ch
20111208063134Lh.jpeg,train,1,0,2048,2048,L,1,779190,82.0027642250061,56.23341099993475,0.0,232.0,True,2011-12-08 06:31:34,2011-12-08,Lh
20111214063134Lh.jpeg,train,1,0,2048,2048,L,1,742447,81.90061473846436,55.79378565502632,0.0,229.0,True,2011-12-14 06:31:34,2011-12-14,Lh
20111214132434Ch.jpeg,train,1,0,2048,2048,L,1,882032,82.39970827102661,57.99931551653338,0.0,230.0,True,2011-12-14 13:24:34,2011-12-14,Ch
20111215063134Lh.jpeg,train,1,0,2048,2048,L,1,770856,81.52952837944031,55.95527422985427,0.0,244.0,True,2011-12-15 06:31:34,2011-12-15,Lh
20111218085014Th.jpeg,train,1,0,2048,2048,L,1,828873,85.04544162750244,55.20621675310365,0.0,238.0,True,2011-12-18 08:50:14,2011-12-18,Th
20111222063154Uh.jpeg,train,1,0,2048,2048,L,1,862472,83.31243205070496,57.91567008900355,0.0,255.0,True,2011-12-22 06:31:54,2011-12-22,Uh
20111223085314Th.jpeg,train,1,0,2048,2048,L,1,861307,85.29888701438904,55.182209446834655,0.0,255.0,True,2011-12-23 08:53:14,2011-12-23,Th
20111226155454Bh.jpeg,train,1,0,2048,2048,L,1,752824,83.11327385902405,59.28362532442875,0.0,232.0,True,2011-12-26 15:54:54,2011-12-26,Bh
20111229063154Uh.jpeg,train,1,0,2048,2048,L,1,834838,83.34617161750793,58.70141820320711,0.0,245.0,True,2011-12-29 06:31:54,2011-12-29,Uh
20120103104134Ch.jpeg,train,1,0,2048,2048,L,1,887880,86.18495583534241,60.11780280474638,0.0,249.0,True,2012-01-03 10:41:34,2012-01-03,Ch
20120104063134Lh.jpeg,train,1,0,2048,2048,L,1,709758,82.13945508003235,55.926278859636945,0.0,230.0,True,2012-01-04 06:31:34,2012-01-04,Lh
20120110155754Bh.jpeg,train,1,0,2048,2048,L,1,775820,83.40160393714905,58.70944575350451,0.0,230.0,True,2012-01-10 15:57:54,2012-01-10,Bh
20120113104834Ch.jpeg,train,1,0,2048,2048,L,1,877881,85.84680414199829,59.39325773109084,0.0,255.0,True,2012-01-13 10:48:34,2012-01-13,Ch
20120114063154Uh.jpeg,train,1,0,2048,2048,L,1,782965,82.9435486793518,57.538774577003785,0.0,231.0,True,2012-01-14 06:31:54,2012-01-14,Uh
20120116063254Uh.jpeg,train,1,0,2048,2048,L,1,888724,83.02229332923889,58.387856835014695,0.0,255.0,True,2012-01-16 06:32:54,2012-01-16,Uh
20120127085214Th.jpeg,train,1,0,2048,2048,L,1,787329,85.22618627548218,54.70045668752535,0.0,231.0,True,2012-01-27 08:52:14,2012-01-27,Th
20120131063154Uh.jpeg,train,1,0,2048,2048,L,1,819439,82.50485134124756,56.40628249843202,0.0,232.0,True,2012-01-31 06:31:54,2012-01-31,Uh
20120205172414Mh.jpeg,train,1,0,2048,2048,L,1,721600,81.06362080574036,58.67608279667561,0.0,230.0,True,2012-02-05 17:24:14,2012-02-05,Mh
20120206063134Lh.jpeg,train,1,0,2048,2048,L,1,870979,81.82712912559509,56.298472430246974,0.0,233.0,True,2012-02-06 06:31:34,2012-02-06,Lh
20120213063134Lh.jpeg,train,1,0,2048,2048,L,1,836397,81.25807690620422,55.870163183092274,0.0,255.0,True,2012-02-13 06:31:34,2012-02-13,Lh
20120215153654Bh.jpeg,train,1,0,2048,2048,L,1,770897,82.74782466888428,58.830262249734346,0.0,229.0,True,2012-02-15 15:36:54,2012-02-15,Bh
20120217063154Uh.jpeg,train,1,0,2048,2048,L,1,796875,82.44482445716858,57.70054758527393,0.0,232.0,True,2012-02-17 06:31:54,2012-02-17,Uh
20120217181154Bh.jpeg,train,1,0,2048,2048,L,1,793481,82.53054141998291,58.65541956815,0.0,231.0,True,2012-02-17 18:11:54,2012-02-17,Bh
20120218173614Mh.jpeg,train,1,0,2048,2048,L,1,728126,80.09657120704651,56.351803160035,0.0,231.0,True,2012-02-18 17:36:14,2012-02-18,Mh
20120223063154Uh.jpeg,train,1,0,2048,2048,L,1,757579,83.72528076171875,57.594096437032974,0.0,231.0,True,2012-02-23 06:31:54,2012-02-23,Uh
20120223152054Bh.jpeg,train,1,0,2048,2048,L,1,762511,85.7404158115387,55.520239950311364,0.0,229.0,True,2012-02-23 15:20:54,2012-02-23,Bh
20120225172914Mh.jpeg,train,1,0,2048,2048,L,1,792956,80.7090892791748,58.40213216988122,0.0,231.0,True,2012-02-25 17:29:14,2012-02-25,Mh
20120227161654Bh.jpeg,train,1,0,2048,2048,L,1,792053,82.37775182723999,58.719842328581365,0.0,229.0,True,2012-02-27 16:16:54,2012-02-27,Bh
20120306063154Uh.jpeg,train,1,0,2048,2048,L,1,812159,83.1577639579773,57.6656845975003,0.0,255.0,True,2012-03-06 06:31:54,2012-03-06,Uh
20120313063154Uh.jpeg,train,1,0,2048,2048,L,1,801287,83.35761904716492,57.10603013720394,0.0,244.0,True,2012-03-13 06:31:54,2012-03-13,Uh
20120318063154Uh.jpeg,train,1,0,2048,2048,L,1,807551,83.30877494812012,57.59321346602205,0.0,243.0,True,2012-03-18 06:31:54,2012-03-18,Uh
20120323144054Bh.jpeg,train,1,0,2048,2048,L,1,754914,83.43503475189209,58.48925455149511,0.0,255.0,True,2012-03-23 14:40:54,2012-03-23,Bh
20120328164614Mh.jpeg,train,1,0,2048,2048,L,1,749761,80.7852373123169,58.93984600439677,0.0,231.0,True,2012-03-28 16:46:14,2012-03-28,Mh
20120330063134Lh.jpeg,train,1,0,2048,2048,L,1,809755,81.67022275924683,55.79426723024994,0.0,236.0,True,2012-03-30 06:31:34,2012-03-30,Lh
20120330063154Uh.jpeg,train,1,0,2048,2048,L,1,793126,83.00131916999817,57.41861004055292,0.0,230.0,True,2012-03-30 06:31:54,2012-03-30,Uh
20120331142954Bh.jpeg,train,1,0,2048,2048,L,1,776713,82.19644498825073,59.25425776372032,0.0,233.0,True,2012-03-31 14:29:54,2012-03-31,Bh
20120403083114Th.jpeg,train,1,0,2048,2048,L,1,793806,85.5044858455658,54.30615831143877,0.0,255.0,True,2012-04-03 08:31:14,2012-04-03,Th
20120403164114Mh.jpeg,train,1,0,2048,2048,L,1,753703,80.39164590835571,58.598579082244164,0.0,230.0,True,2012-04-03 16:41:14,2012-04-03,Mh
20120404063154Uh.jpeg,train,1,0,2048,2048,L,1,765124,83.71219420433044,57.47471850201569,0.0,231.0,True,2012-04-04 06:31:54,2012-04-04,Uh
20120414115434Ch.jpeg,train,1,0,2048,2048,L,1,858775,87.15299248695374,58.20806452162324,0.0,230.0,True,2012-04-14 11:54:34,2012-04-14,Ch
20120414175914Mh.jpeg,train,1,0,2048,2048,L,1,815765,87.82076907157898,51.38114099004659,0.0,255.0,True,2012-04-14 17:59:14,2012-04-14,Mh
20120421063154Uh.jpeg,train,1,0,2048,2048,L,1,780349,83.58709859848022,57.104007121782075,0.0,255.0,True,2012-04-21 06:31:54,2012-04-21,Uh
20120424072414Th.jpeg,train,1,0,2048,2048,L,1,816342,85.36596393585205,54.3031113558054,0.0,255.0,True,2012-04-24 07:24:14,2012-04-24,Th
20120424120134Ch.jpeg,train,1,0,2048,2048,L,1,843024,87.4023060798645,58.14223984858934,0.0,255.0,True,2012-04-24 12:01:34,2012-04-24,Ch
20120427063154Uh.jpeg,train,1,0,2048,2048,L,1,762579,83.75713753700256,57.275823636469674,0.0,232.0,True,2012-04-27 06:31:54,2012-04-27,Uh
20120427162614Mh.jpeg,train,1,0,2048,2048,L,1,761911,80.3403160572052,58.67439625775114,0.0,234.0,True,2012-04-27 16:26:14,2012-04-27,Mh
20120430063154Uh.jpeg,train,1,0,2048,2048,L,1,782768,83.86977028846741,57.37142251801333,0.0,231.0,True,2012-04-30 06:31:54,2012-04-30,Uh
20120509163414Mh.jpeg,train,1,0,2048,2048,L,1,794888,80.44324445724487,58.86404546915699,0.0,255.0,True,2012-05-09 16:34:14,2012-05-09,Mh
20120519070814Th.jpeg,train,1,0,2048,2048,L,1,802095,85.21151423454285,54.509289354695994,0.0,255.0,True,2012-05-19 07:08:14,2012-05-19,Th
20120523163014Mh.jpeg,train,1,0,2048,2048,L,1,741003,80.37844252586365,58.69305691810672,0.0,237.0,True,2012-05-23 16:30:14,2012-05-23,Mh
20120603123034Ch.jpeg,train,1,0,2048,2048,L,1,805173,87.97588872909546,57.73591919693937,0.0,239.0,True,2012-06-03 12:30:34,2012-06-03,Ch
20120610175114Mh.jpeg,train,1,0,2048,2048,L,1,779570,85.59475374221802,52.734988396134256,0.0,230.0,True,2012-06-10 17:51:14,2012-06-10,Mh
20120627162114Mh.jpeg,train,1,0,2048,2048,L,1,782135,80.26892185211182,58.80264293731561,0.0,253.0,True,2012-06-27 16:21:14,2012-06-27,Mh
20120703070814Th.jpeg,train,1,0,2048,2048,L,1,861371,84.04536294937134,54.84247956931501,0.0,255.0,True,2012-07-03 07:08:14,2012-07-03,Th
20120712123634Ch.jpeg,train,1,0,2048,2048,L,1,831554,87.74495339393616,57.78924189761292,0.0,246.0,True,2012-07-12 12:36:34,2012-07-12,Ch
20120715123434Ch.jpeg,train,1,0,2048,2048,L,1,833698,88.25622367858887,58.14865707513264,0.0,230.0,True,2012-07-15 12:34:34,2012-07-15,Ch
20120720085114Th.jpeg,train,1,0,2048,2048,L,1,830525,85.60365414619446,54.74320858946544,0.0,230.0,True,2012-07-20 08:51:14,2012-07-20,Th
20120723095014Th.jpeg,train,1,0,2048,2048,L,1,822194,85.16966247558594,54.03593266444169,0.0,231.0,True,2012-07-23 09:50:14,2012-07-23,Th
20120725122934Ch.jpeg,train,1,0,2048,2048,L,1,837675,88.13049721717834,57.86251818808609,0.0,239.0,True,2012-07-25 12:29:34,2012-07-25,Ch
20120726071914Th.jpeg,train,1,0,2048,2048,L,1,874987,85.23327136039734,54.68264720581224,0.0,233.0,True,2012-07-26 07:19:14,2012-07-26,Th
20120729122634Ch.jpeg,train,1,0,2048,2048,L,1,849833,89.08666896820068,58.68191267000245,0.0,255.0,True,2012-07-29 12:26:34,2012-07-29,Ch
20120730135454Bh.jpeg,train,1,0,2048,2048,L,1,863044,82.71434783935547,59.781412308305605,0.0,255.0,True,2012-07-30 13:54:54,2012-07-30,Bh
20120802090314Th.jpeg,train,1,0,2048,2048,L,1,866940,85.44858407974243,55.51631014664684,0.0,255.0,True,2012-08-02 09:03:14,2012-08-02,Th
20120803102114Th.jpeg,train,1,0,2048,2048,L,1,804966,84.91411924362183,54.949776539362816,0.0,253.0,True,2012-08-03 10:21:14,2012-08-03,Th
20120803164614Mh.jpeg,train,1,0,2048,2048,L,1,796512,86.38789391517639,55.28391804342491,0.0,254.0,True,2012-08-03 16:46:14,2012-08-03,Mh
20120810121634Ch.jpeg,train,1,0,2048,2048,L,1,849798,88.40137028694153,58.4135097209951,0.0,255.0,True,2012-08-10 12:16:34,2012-08-10,Ch
20120811121434Ch.jpeg,train,1,0,2048,2048,L,1,794069,88.07451391220093,58.13433140303417,0.0,255.0,True,2012-08-11 12:14:34,2012-08-11,Ch
20120813164714Mh.jpeg,train,1,0,2048,2048,L,1,758403,80.83549165725708,58.83973723432251,0.0,229.0,True,2012-08-13 16:47:14,2012-08-13,Mh
20120814140454Bh.jpeg,train,1,0,2048,2048,L,1,908492,80.87669277191162,59.730951423097,0.0,255.0,True,2012-08-14 14:04:54,2012-08-14,Bh
20120814163114Mh.jpeg,train,1,0,2048,2048,L,1,782379,80.41035485267639,58.93542664829029,0.0,230.0,True,2012-08-14 16:31:14,2012-08-14,Mh
20120816072814Th.jpeg,train,1,0,2048,2048,L,1,846944,84.69144129753113,54.50353572409518,0.0,231.0,True,2012-08-16 07:28:14,2012-08-16,Th
20120827085114Th.jpeg,train,1,0,2048,2048,L,1,892041,84.78868842124939,54.970478398259175,0.0,255.0,True,2012-08-27 08:51:14,2012-08-27,Th
20120829063134Lh.jpeg,train,1,0,2048,2048,L,1,774624,79.88729572296143,59.068755160486745,0.0,246.0,True,2012-08-29 06:31:34,2012-08-29,Lh
20120901114934Ch.jpeg,train,1,0,2048,2048,L,1,875434,86.20304727554321,56.886005037824205,0.0,255.0,True,2012-09-01 11:49:34,2012-09-01,Ch
20120907141954Bh.jpeg,train,1,0,2048,2048,L,1,861358,82.2924530506134,59.44526963994787,0.0,255.0,True,2012-09-07 14:19:54,2012-09-07,Bh
20120910074014Th.jpeg,train,1,0,2048,2048,L,1,861417,84.88393521308899,54.63109787961373,0.0,236.0,True,2012-09-10 07:40:14,2012-09-10,Th
20120913165314Mh.jpeg,train,1,0,2048,2048,L,1,783094,80.548593044281,58.66374528145003,0.0,235.0,True,2012-09-13 16:53:14,2012-09-13,Mh
20120914063134Lh.jpeg,train,1,0,2048,2048,L,1,766637,80.00600171089172,59.12432813347137,0.0,241.0,True,2012-09-14 06:31:34,2012-09-14,Lh
20120917142654Bh.jpeg,train,1,0,2048,2048,L,1,811389,82.04815673828125,59.22133453508477,0.0,231.0,True,2012-09-17 14:26:54,2012-09-17,Bh
20120928063134Lh.jpeg,train,1,0,2048,2048,L,1,756712,80.77339696884155,58.90156188231769,0.0,231.0,True,2012-09-28 06:31:34,2012-09-28,Lh
20121006063534Lh.jpeg,train,1,0,2048,2048,L,1,744001,79.75034189224243,58.9691636890436,0.0,234.0,True,2012-10-06 06:35:34,2012-10-06,Lh
20121007131134Ch.jpeg,train,1,0,2048,2048,L,1,823289,91.98025465011597,60.869367336409006,0.0,230.0,True,2012-10-07 13:11:34,2012-10-07,Ch
20121009165914Mh.jpeg,train,1,0,2048,2048,L,1,788765,80.42284607887268,58.43988601474985,0.0,231.0,True,2012-10-09 16:59:14,2012-10-09,Mh
20121018063134Lh.jpeg,train,1,0,2048,2048,L,1,737053,80.12778425216675,58.64867637971926,0.0,233.0,True,2012-10-18 06:31:34,2012-10-18,Lh
20121021145454Bh.jpeg,train,1,0,2048,2048,L,1,778428,81.74129891395569,58.129474045120055,0.0,229.0,True,2012-10-21 14:54:54,2012-10-21,Bh
20121022145554Bh.jpeg,train,1,0,2048,2048,L,1,838204,82.53000092506409,59.43943039980097,0.0,255.0,True,2012-10-22 14:55:54,2012-10-22,Bh
20121024164714Mh.jpeg,train,1,0,2048,2048,L,1,805641,77.47881364822388,58.00698585478866,0.0,230.0,True,2012-10-24 16:47:14,2012-10-24,Mh
20121026063134Lh.jpeg,train,1,0,2048,2048,L,1,810280,80.23558163642883,59.897341839565215,0.0,255.0,True,2012-10-26 06:31:34,2012-10-26,Lh
20121027063134Lh.jpeg,train,1,0,2048,2048,L,1,790545,80.9260025024414,59.17135879687248,0.0,232.0,True,2012-10-27 06:31:34,2012-10-27,Lh
20121027165114Mh.jpeg,train,1,0,2048,2048,L,1,729639,81.2013099193573,58.86291758150206,0.0,230.0,True,2012-10-27 16:51:14,2012-10-27,Mh
